   0.0000000e+00   0.0000000e+00   1.0000000e+06   2.3039690e-11
   3.0000000e-03  -1.6180629e-12   1.0000000e+06   2.3039690e-11
   6.0000000e-03  -4.1058615e-12   1.0000000e+06   2.3039690e-11
   9.0000000e-03  -8.8007237e-12   1.0000000e+06   2.3039690e-11
   1.2000000e-02  -1.8226546e-11   1.0000000e+06   2.3039690e-11
   1.5000000e-02  -3.7450694e-11   1.0000000e+06   2.3039690e-11
   1.8000000e-02  -7.6808321e-11   1.0000000e+06   2.3039690e-11
   2.1000000e-02  -1.5745876e-10   9.9999999e+05   2.3039690e-11
   2.4000000e-02  -3.2276124e-10   9.9999999e+05   2.3039690e-11
   2.7000000e-02  -6.6158568e-10   9.9999997e+05   2.3039690e-11
   3.0000000e-02  -1.3560910e-09   9.9999995e+05   2.3039690e-11
   3.3000000e-02  -2.7796578e-09   9.9999989e+05   2.3039690e-11
   3.6000000e-02  -5.6976248e-09   9.9999978e+05   2.3039690e-11
   3.9000000e-02  -1.1678752e-08   9.9999955e+05   2.3039690e-11
   4.2000000e-02  -2.3938617e-08   9.9999908e+05   2.3039690e-11
   4.5000000e-02  -4.9068373e-08   9.9999811e+05   2.3039690e-11
   4.8000000e-02  -1.0057829e-07   9.9999612e+05   2.3039690e-11
   5.1000000e-02  -2.0616108e-07   9.9999204e+05   2.3039690e-11
   5.4000000e-02  -4.2257992e-07   9.9998368e+05   2.3039690e-11
   5.7000000e-02  -8.6618470e-07   9.9996656e+05   2.3039690e-11
   6.0000000e-02  -1.7754607e-06   9.9993145e+05   2.3039690e-11
   6.3000000e-02  -3.6392286e-06   9.9985950e+05   2.3039690e-11
   6.6000000e-02  -7.4593844e-06   9.9971203e+05   2.3039690e-11
   6.9000000e-02  -1.5289284e-05   9.9940985e+05   2.3039690e-11
   7.2000000e-02  -3.1336595e-05   9.9879082e+05   2.3039690e-11
   7.5000000e-02  -6.4220927e-05   9.9752350e+05   2.3039690e-11
   7.8000000e-02  -1.3158900e-04   9.9493223e+05   2.3039690e-11
   8.1000000e-02  -2.6952265e-04   9.8964768e+05   2.3039690e-11
   8.4000000e-02  -5.5160598e-04   9.7892766e+05   2.3039690e-11
   8.7000000e-02  -1.1271086e-03   9.5741560e+05   2.3039690e-11
   9.0000000e-02  -2.2955725e-03   9.1518217e+05   2.3039690e-11
   9.3000000e-02  -4.6450722e-03   8.3581631e+05   2.3039690e-11
   9.6000000e-02  -9.2807281e-03   6.9884293e+05   2.3039690e-11
   9.9000000e-02  -1.8109810e-02   4.9697257e+05   2.3039690e-11
   1.0200000e-01  -3.3943237e-02   2.6967178e+05   2.3039690e-11
   1.0500000e-01  -4.6035576e-02   1.6907120e+05   2.3039690e-11
   1.0800000e-01  -5.5787627e-02   1.1602351e+05   2.3039690e-11
   1.1100000e-01  -6.3938048e-02   8.4699084e+04   2.3039690e-11
   1.1400000e-01  -7.0923010e-02   6.4677612e+04   2.3039690e-11
   1.1700000e-01  -7.7021302e-02   5.1108961e+04   2.3039690e-11
   1.2000000e-01  -8.2421856e-02   4.1489659e+04   2.3039690e-11
   1.2300000e-01  -8.7258618e-02   3.4422027e+04   2.3039690e-11
   1.2600000e-01  -9.1629999e-02   2.9076128e+04   2.3039690e-11
   1.2900000e-01  -9.5610436e-02   2.4934008e+04   2.3039690e-11
   1.3200000e-01  -9.9257608e-02   2.1658873e+04   2.3039690e-11
   1.3500000e-01  -1.0261712e-01   1.9024058e+04   2.3039690e-11
   1.3800000e-01  -1.0572565e-01   1.6872477e+04   2.3039690e-11
   1.4100000e-01  -1.0861317e-01   1.5092477e+04   2.3039690e-11
   1.4400000e-01  -1.1130447e-01   1.3602934e+04   2.3039690e-11
   1.4700000e-01  -1.1382027e-01   1.2343754e+04   2.3039690e-11
   1.5000000e-01  -1.1617812e-01   1.1269653e+04   2.3039690e-11
   1.5300000e-01  -1.1839297e-01   1.0345980e+04   2.3039690e-11
   1.5600000e-01  -1.2047769e-01   9.5458566e+03   2.3039690e-11
   1.5900000e-01  -1.2244340e-01   8.8481707e+03   2.3039690e-11
   1.6200000e-01  -1.2429984e-01   8.2361551e+03   2.3039690e-11
   1.6500000e-01  -1.2605552e-01   7.6963548e+03   2.3039690e-11
   1.6800000e-01  -1.2771795e-01   7.2178716e+03   2.3039690e-11
   1.7100000e-01  -1.2929381e-01   6.7918018e+03   2.3039690e-11
   1.7400000e-01  -1.3078902e-01   6.4108137e+03   2.3039690e-11
   1.7700000e-01  -1.3220889e-01   6.0688257e+03   2.3039690e-11
   1.8000000e-01  -1.3355817e-01   5.7607584e+03   2.3039690e-11
   1.8300000e-01  -1.3484117e-01   5.4823434e+03   2.3039690e-11
   1.8600000e-01  -1.3606175e-01   5.2299721e+03   2.3039690e-11
   1.8900000e-01  -1.3722343e-01   5.0005773e+03   2.3039690e-11
   1.9200000e-01  -1.3832941e-01   4.7915387e+03   2.3039690e-11
   1.9500000e-01  -1.3938259e-01   4.6006068e+03   2.3039690e-11
   1.9800000e-01  -1.4038563e-01   4.4258423e+03   2.3039690e-11
   2.0100000e-01  -1.4134097e-01   4.2655656e+03   2.3039690e-11
   2.0400000e-01  -1.4225085e-01   4.1183172e+03   2.3039690e-11
   2.0700000e-01  -1.4311730e-01   3.9828233e+03   2.3039690e-11
   2.1000000e-01  -1.4394221e-01   3.8579689e+03   2.3039690e-11
   2.1300000e-01  -1.4472733e-01   3.7427749e+03   2.3039690e-11
   2.1600000e-01  -1.4547426e-01   3.6363786e+03   2.3039690e-11
   2.1900000e-01  -1.4618448e-01   3.5380180e+03   2.3039690e-11
   2.2200000e-01  -1.4685936e-01   3.4470182e+03   2.3039690e-11
   2.2500000e-01  -1.4750017e-01   3.3627799e+03   2.3039690e-11
   2.2800000e-01  -1.4810808e-01   3.2847703e+03   2.3039690e-11
   2.3100000e-01  -1.4868417e-01   3.2125139e+03   2.3039690e-11
   2.3400000e-01  -1.4922945e-01   3.1455864e+03   2.3039690e-11
   2.3700000e-01  -1.4974486e-01   3.0836081e+03   2.3039690e-11
   2.4000000e-01  -1.5023126e-01   3.0262392e+03   2.3039690e-11
   2.4300000e-01  -1.5068944e-01   2.9731745e+03   2.3039690e-11
   2.4600000e-01  -1.5112014e-01   2.9241407e+03   2.3039690e-11
   2.4900000e-01  -1.5152406e-01   2.8788922e+03   2.3039690e-11
   2.5200000e-01  -1.5190181e-01   2.8372083e+03   2.3039690e-11
   2.5500000e-01  -1.5225398e-01   2.7988911e+03   2.3039690e-11
   2.5800000e-01  -1.5258110e-01   2.7637630e+03   2.3039690e-11
   2.6100000e-01  -1.5288366e-01   2.7316648e+03   2.3039690e-11
   2.6400000e-01  -1.5316211e-01   2.7024542e+03   2.3039690e-11
   2.6700000e-01  -1.5341685e-01   2.6760041e+03   2.3039690e-11
   2.7000000e-01  -1.5364826e-01   2.6522016e+03   2.3039690e-11
   2.7300000e-01  -1.5385666e-01   2.6309467e+03   2.3039690e-11
   2.7600000e-01  -1.5404235e-01   2.6121515e+03   2.3039690e-11
   2.7900000e-01  -1.5420559e-01   2.5957395e+03   2.3039690e-11
   2.8200000e-01  -1.5434661e-01   2.5816444e+03   2.3039690e-11
   2.8500000e-01  -1.5446561e-01   2.5698101e+03   2.3039690e-11
   2.8800000e-01  -1.5456275e-01   2.5601899e+03   2.3039690e-11
   2.9100000e-01  -1.5463817e-01   2.5527459e+03   2.3039690e-11
   2.9400000e-01  -1.5469196e-01   2.5474494e+03   2.3039690e-11
   2.9700000e-01  -1.5472421e-01   2.5442796e+03   2.3039690e-11
   3.0000000e-01  -1.5473495e-01   2.5432243e+03   2.3039690e-11
   3.0300000e-01  -1.5472421e-01   2.5442796e+03   2.3039690e-11
   3.0600000e-01  -1.5469196e-01   2.5474494e+03   2.3039690e-11
   3.0900000e-01  -1.5463817e-01   2.5527459e+03   2.3039690e-11
   3.1200000e-01  -1.5456275e-01   2.5601899e+03   2.3039690e-11
   3.1500000e-01  -1.5446561e-01   2.5698101e+03   2.3039690e-11
   3.1800000e-01  -1.5434661e-01   2.5816444e+03   2.3039690e-11
   3.2100000e-01  -1.5420559e-01   2.5957395e+03   2.3039690e-11
   3.2400000e-01  -1.5404235e-01   2.6121515e+03   2.3039690e-11
   3.2700000e-01  -1.5385666e-01   2.6309467e+03   2.3039690e-11
   3.3000000e-01  -1.5364826e-01   2.6522016e+03   2.3039690e-11
