0.000000000000000000e+00 9.163496250000000000e+05
6.000000000000000125e-03 9.520734375000000000e+05
1.200000000000000025e-02 1.040374375000000000e+06
1.800000000000000211e-02 9.383986875000000000e+05
2.400000000000000050e-02 9.129390000000000000e+05
2.999999999999999889e-02 9.995959375000000000e+05
3.599999999999999728e-02 1.028330125000000000e+06
4.199999999999999567e-02 1.035898250000000000e+06
4.799999999999999406e-02 1.034401687500000000e+06
5.399999999999999245e-02 1.029675437500000000e+06
5.999999999999999084e-02 1.024172562500000000e+06
6.599999999999998923e-02 1.018783437500000000e+06
7.199999999999999456e-02 1.013016000000000000e+06
7.799999999999999989e-02 1.002664437500000000e+06
8.400000000000000522e-02 9.683602500000000000e+05
9.000000000000001055e-02 8.314568750000000000e+05
9.600000000000001588e-02 5.222751250000000000e+05
1.020000000000000212e-01 2.385248750000000000e+05
1.080000000000000265e-01 1.138061718750000000e+05
1.140000000000000319e-01 6.276162890625000000e+04
1.200000000000000372e-01 4.189095312500000000e+04
1.260000000000000286e-01 3.201382812500000000e+04
1.320000000000000340e-01 2.613127148437500000e+04
1.380000000000000393e-01 2.203606835937500000e+04
1.440000000000000446e-01 1.894453515625000000e+04
1.500000000000000500e-01 1.651725781250000000e+04
1.560000000000000553e-01 1.456789648437500000e+04
1.620000000000000606e-01 1.297226074218750000e+04
1.680000000000000659e-01 1.163771191406250000e+04
1.740000000000000713e-01 1.049308203125000000e+04
1.800000000000000766e-01 9.485869140625000000e+03
1.860000000000000819e-01 8.585957031250000000e+03
1.920000000000000873e-01 7.798822753906250000e+03
1.980000000000000926e-01 7.176641113281250000e+03
2.040000000000000979e-01 6.777337402343750000e+03
2.100000000000001033e-01 6.584048828125000000e+03
2.160000000000001086e-01 6.507541015625000000e+03
2.220000000000001139e-01 6.455186523437500000e+03
2.280000000000001192e-01 6.374228515625000000e+03
2.340000000000001246e-01 6.259380859375000000e+03
2.400000000000001299e-01 6.137797851562500000e+03
2.460000000000001352e-01 6.044479003906250000e+03
2.520000000000001128e-01 6.005321289062500000e+03
2.580000000000001181e-01 6.035251464843750000e+03
2.640000000000001235e-01 6.146309082031250000e+03
2.700000000000001288e-01 6.357842773437500000e+03
2.760000000000001341e-01 6.703747070312500000e+03
2.820000000000001394e-01 7.227433105468750000e+03
2.880000000000001448e-01 7.926140136718750000e+03
2.940000000000001501e-01 8.581020507812500000e+03
3.000000000000001554e-01 8.717158203125000000e+03
3.060000000000001608e-01 8.240035156250000000e+03
3.120000000000001661e-01 7.567208496093750000e+03
3.180000000000001714e-01 7.000479492187500000e+03
3.240000000000001767e-01 6.631841796875000000e+03
3.300000000000001821e-01 6.436309082031250000e+03
3.360000000000001874e-01 6.545470703125000000e+03
3.420000000000001927e-01 7.950001464843750000e+03
3.480000000000001981e-01 1.086597070312500000e+04
3.540000000000002034e-01 1.111315234375000000e+04
3.600000000000002087e-01 1.093820996093750000e+04
3.660000000000002141e-01 1.051600292968750000e+04
3.720000000000002194e-01 1.014722558593750000e+04
3.780000000000002247e-01 9.953351562500000000e+03
3.840000000000002300e-01 9.912827148437500000e+03
3.900000000000002354e-01 9.978824218750000000e+03
3.960000000000002407e-01 1.012369824218750000e+04
4.020000000000002460e-01 1.033673828125000000e+04
4.080000000000002514e-01 1.061632617187500000e+04
4.140000000000002567e-01 1.096605468750000000e+04
4.200000000000002620e-01 1.139367480468750000e+04
4.260000000000002673e-01 1.191155761718750000e+04
4.320000000000002727e-01 1.253799121093750000e+04
4.380000000000002780e-01 1.329976269531250000e+04
4.440000000000002833e-01 1.423651269531250000e+04
4.500000000000002887e-01 1.540858593750000000e+04
4.560000000000002940e-01 1.691156445312500000e+04
4.620000000000002993e-01 1.890519140625000000e+04
4.680000000000003046e-01 2.167604687500000000e+04
4.740000000000003100e-01 2.578853515625000000e+04
4.800000000000003153e-01 3.250380664062500000e+04
4.860000000000003206e-01 4.517973046875000000e+04
4.920000000000003260e-01 7.522392968750000000e+04
4.980000000000003313e-01 1.738750937500000000e+05
5.040000000000003366e-01 5.197926562500000000e+05
5.100000000000003419e-01 8.737716875000000000e+05
5.160000000000003473e-01 9.323515625000000000e+05
5.220000000000003526e-01 9.370001250000000000e+05
5.280000000000003579e-01 9.373441875000000000e+05
5.340000000000003633e-01 9.373718750000000000e+05
5.400000000000003686e-01 9.373763750000000000e+05
5.460000000000003739e-01 9.373799375000000000e+05
5.520000000000003793e-01 9.373817500000000000e+05
5.580000000000003846e-01 9.373835000000000000e+05
5.640000000000003899e-01 9.373862500000000000e+05
5.700000000000003952e-01 9.373880625000000000e+05
5.760000000000004006e-01 9.373898125000000000e+05
5.820000000000004059e-01 9.373925000000000000e+05
5.880000000000004112e-01 9.373942500000000000e+05
5.940000000000004166e-01 9.373960625000000000e+05
6.000000000000004219e-01 9.373978750000000000e+05
